Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/agent_infos/final/logpi Max,evaluation/agent_infos/final/logpi Mean,evaluation/agent_infos/final/logpi Min,evaluation/agent_infos/final/logpi Std,evaluation/agent_infos/initial/logpi Max,evaluation/agent_infos/initial/logpi Mean,evaluation/agent_infos/initial/logpi Min,evaluation/agent_infos/initial/logpi Std,evaluation/agent_infos/logpi Max,evaluation/agent_infos/logpi Mean,evaluation/agent_infos/logpi Min,evaluation/agent_infos/logpi Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/agent_infos/final/logpi Max,exploration/agent_infos/final/logpi Mean,exploration/agent_infos/final/logpi Min,exploration/agent_infos/final/logpi Std,exploration/agent_infos/initial/logpi Max,exploration/agent_infos/initial/logpi Mean,exploration/agent_infos/initial/logpi Min,exploration/agent_infos/initial/logpi Std,exploration/agent_infos/logpi Max,exploration/agent_infos/logpi Mean,exploration/agent_infos/logpi Min,exploration/agent_infos/logpi Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,trainer/Extrinsic Advantages Max,trainer/Extrinsic Advantages Mean,trainer/Extrinsic Rewards Max,trainer/Extrinsic Rewards Mean,trainer/Intrinsic Advantages Max,trainer/Intrinsic Advantages Mean,trainer/Intrinsic Rewards Max,trainer/Intrinsic Rewards Mean,trainer/Intrinsic Rewards Raw Max,trainer/Intrinsic Rewards Raw Mean,trainer/Intrinsic Targets Max,trainer/Intrinsic Targets Mean,trainer/Intrinsic Value Loss,trainer/KL Div Max,trainer/KL Div Mean,trainer/KL Div Min,trainer/KL Div Std,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Value Estimates Max,trainer/Value Estimates Mean,trainer/Value Estimates Min,trainer/Value Estimates Std,trainer/Value Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
0,-0.000415324,-0.000593071,-0.000770818,0.000177747,-51.4837198399,6,-37.2203083053,-51.4837198399,-66.9271156741,11.9282985343,-0.248135388702,-0.343224798933,-0.446180771161,0.0795219902286,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6,900,150,150.0,150,0.0,0.385473,0.000500878,-0.428845,0.0989468,-41.482548438,140,-15.3026498735,-41.482548438,-72.6850564722,14.3722597687,-0.102017665824,-0.283572108463,-0.484567043148,0.0944087844112,2.74647521973,1.88024637359,-1.20090615749,0.797768839807,2.75026082993,1.72769683046,-2.39095878601,0.967738766452,2.76724338531,1.79200355725,-8.53935527802,0.968355458896,140,20480,150,146.285714286,98,13.3920475946,1.87918,-1.21072e-07,-0.131662,-0.272041,8.78539e+10,6.31255e+10,4.40302e+09,3.66345e+09,44.0302,44.0302,8.78539e+10,6.31255e+10,5.10283e+21,1.90735e-06,9.77889e-09,-1.3113e-06,3.83273e-07,2.75891,1.60442,-2.1042,1.05485,1.18278e-07,-0.000369222,-0.000369222,-0.000369222,2.91038e-11,21.0089,1000,-0.000415324,-0.000593071,-0.000770818,0.000177747,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
1,0.0118785,-0.00175383,-0.0153861,0.0136323,-40.6950996385,6,-13.7485337078,-40.6950996385,-69.5000911134,16.8184084692,-0.0916568913855,-0.271300664256,-0.463333940756,0.112122723128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12,1800,150,150.0,150,0.0,0.446339,-0.00381875,-0.395293,0.101907,-42.5147271489,140,-13.1428351505,-42.5147271489,-73.8988218472,13.6474145968,-0.0934366006058,-0.29062801762,-0.492658812315,0.089329143081,2.76287841797,1.89970348775,-5.36940574646,0.994957740222,2.75792098045,1.70874255427,-3.53964424133,1.09337924021,2.76935911179,1.79282190047,-7.68163108826,0.988853929746,280,40960,150,146.285714286,98,13.3920475946,4.38019,-1.30385e-08,-0.130834,-0.283078,8.78539e+10,6.52518e+10,4.40302e+09,3.69784e+09,44.0302,44.0302,8.78539e+10,6.52518e+10,5.34171e+21,2.38419e-06,3.0268e-08,-9.53674e-07,3.90427e-07,2.75973,1.81449,-6.00725,1.10671,-2.14204e-08,-15.3633,-15.3633,-15.3633,0.0,13.2628,2000,0.0118785,-0.00175383,-0.0153861,0.0136323,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
2,0.0340832,-0.00387816,-0.0418395,0.0379614,-43.9053890427,6,-15.9173769675,-43.9053890427,-71.73456073,18.2267131703,-0.10611584645,-0.292702593618,-0.478230404867,0.121511421136,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,18,2700,150,150.0,150,0.0,0.388716,-0.0167456,-0.406048,0.105679,-41.7214590696,140,-13.2534382061,-41.7214590696,-74.6507331113,14.8223481379,-0.0883562547077,-0.285205286609,-0.497671554076,0.0982454707008,2.76933956146,1.62488567999,-2.63904190063,1.06775507318,2.76942801476,1.82099864781,-1.98893010616,0.873757556928,2.77129077911,1.79198515704,-6.66948080063,0.979626549566,420,61440,150,146.285714286,98,13.3920475946,4.20644,-3.72529e-09,-0.180201,-0.314871,8.78539e+10,6.84714e+10,4.40302e+09,3.90424e+09,44.0302,44.0302,8.78539e+10,6.84714e+10,5.57484e+21,1.19209e-06,-2.67755e-08,-1.66893e-06,3.88098e-07,2.76923,1.78535,-1.8207,0.924217,-5.58794e-09,-16.9743,-16.9743,-16.9743,0.0,16.6168,3000,0.0340832,-0.00387816,-0.0418395,0.0379614,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
3,0.026642,-0.00677658,-0.0401951,0.0334186,-60.2569233148,6,-46.9240801083,-60.2569233148,-72.6467873427,8.7143339268,-0.312827200722,-0.401712822098,-0.484311915618,0.058095559512,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,24,3600,150,150.0,150,0.0,0.408421,-0.0224534,-0.43157,0.10404,-39.9480797684,140,-13.6354947396,-39.9480797684,-71.3922147648,13.9893538699,-0.090903298264,-0.273082576542,-0.475948098432,0.091234657872,2.76872396469,1.67966889867,-6.17772197723,1.26121286491,2.77135467529,1.78762934336,-2.99847221375,1.00197961689,2.77212524414,1.80286937487,-7.18193721771,0.959585313537,560,81920,150,146.285714286,98,13.3920475946,3.64017,-1.86265e-09,-0.126916,-0.304656,8.78539e+10,6.71204e+10,4.40302e+09,3.85264e+09,44.0302,44.0302,8.78539e+10,6.71204e+10,5.49186e+21,2.14577e-06,4.42378e-09,-1.43051e-06,3.77958e-07,2.75945,1.82115,-2.48584,0.899725,3.72529e-08,-16.5241,-16.5241,-16.5241,1.90735e-06,20.6839,4000,0.026642,-0.00677658,-0.0401951,0.0334186,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
4,0.0034008,-0.0145009,-0.0324027,0.0179017,-58.2184501031,6,-40.1631552225,-58.2184501031,-72.3422987771,11.4448534752,-0.26775436815,-0.388123000687,-0.482281991847,0.0762990231679,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30,4500,150,150.0,150,0.0,0.352786,-0.0149678,-0.375946,0.0998189,-41.7137233005,140,-14.0176299662,-41.7137233005,-74.1170481745,14.4277487449,-0.0938291569258,-0.285152405374,-0.494113654497,0.0969814239417,2.76599264145,1.79617367855,-1.0369913578,0.83974540685,2.75453782082,1.87435676966,-2.01416230202,0.876065496372,2.76844453812,1.79173642003,-8.66408348083,0.982240676828,700,102400,150,146.285714286,98,13.3920475946,4.06997,1.86265e-08,-0.155272,-0.292709,8.78539e+10,6.89053e+10,4.40302e+09,3.97303e+09,44.0302,44.0302,8.78539e+10,6.89053e+10,5.56579e+21,1.90735e-06,9.54606e-09,-1.90735e-06,3.92314e-07,2.76682,1.62139,-4.07824,1.17027,-3.77186e-08,-16.2725,-16.2725,-16.2725,1.90735e-06,15.788,5000,0.0034008,-0.0145009,-0.0324027,0.0179017,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
5,-0.0179439,-0.0184644,-0.018985,0.000520522,-42.5007394624,6,-16.0326920296,-42.5007394624,-55.8974730335,13.6127109041,-0.106884613531,-0.283338263083,-0.372649820223,0.0907514060273,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,36,5400,150,150.0,150,0.0,0.423633,-0.0154425,-0.432286,0.0995429,-42.2991465918,140,-14.0356054443,-42.2991465918,-73.8549265051,15.054016779,-0.0935707029623,-0.289154322405,-0.492366176701,0.100190134222,2.75482320786,1.85574204837,-2.23798656464,0.820897828637,2.75351285934,1.83359584851,-1.90630233288,0.949301420974,2.76844787598,1.79660756131,-7.708589077,0.979325837789,840,122880,150,146.285714286,98,13.3920475946,3.30681,0.0,-0.203001,-0.317931,8.78518e+10,6.51123e+10,4.40302e+09,3.86984e+09,44.0302,44.0302,8.78518e+10,6.51123e+10,5.24029e+21,1.07288e-06,-1.28057e-08,-1.54972e-06,3.36457e-07,2.76452,1.87796,-1.61313,0.910682,4.65661e-09,-16.7716,-16.7716,-16.7716,0.0,24.1971,6000,-0.0179439,-0.0184644,-0.018985,0.000520523,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
6,0.00326016,-0.0138451,-0.0309503,0.0171052,-61.5306412766,6,-40.7376020156,-61.5306412766,-74.5655351871,12.3514648122,-0.271584013437,-0.410204275178,-0.497103567914,0.0823430987481,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,42,6300,150,150.0,150,0.0,0.405088,-0.00975352,-0.406771,0.0998805,-41.1181028116,140,-12.8697947558,-41.1181028116,-73.5039954533,15.2218191591,-0.0887544181284,-0.281080780939,-0.490026636355,0.0991416890038,2.75941061974,1.70247572064,-6.84634590149,1.1384044995,2.76121616364,1.93576297079,-1.97753381729,0.864082942866,2.76766204834,1.78135175026,-7.31873226166,0.99088917463,980,143360,150,146.285714286,98,13.3920475946,3.56379,-1.49012e-08,-0.120438,-0.248797,8.78539e+10,7.07428e+10,4.40302e+09,3.95583e+09,44.0302,44.0302,8.78539e+10,7.07428e+10,5.78202e+21,1.2517e-06,3.11993e-08,-1.43051e-06,3.47349e-07,2.7617,1.72245,-3.79595,1.11292,-7.45058e-09,-16.4221,-16.4221,-16.4221,0.0,11.2171,7000,0.00326016,-0.0138451,-0.0309503,0.0171052,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
7,0.000608871,-0.0131393,-0.0268875,0.0137482,-40.1859576888,6,-15.4342388284,-40.1859576888,-57.1371619302,12.6259526391,-0.102894925523,-0.267906384592,-0.380914412868,0.0841730175937,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,48,7200,150,150.0,150,0.0,0.404698,-0.0154738,-0.413739,0.100079,-38.1948652672,140,-13.2996709899,-38.1948652672,-72.4487153473,13.660834374,-0.0961910571086,-0.261097711787,-0.482991435649,0.0915809320467,2.7533121109,1.64488000487,-1.36886167526,0.88802406643,2.76288628578,1.76455029462,-3.03525543213,1.04512978836,2.76816511154,1.78233195817,-6.85592126846,0.98674553001,1120,163840,150,146.285714286,98,13.3920475946,3.9076,8.3819e-09,-0.104962,-0.265079,8.78539e+10,6.8239e+10,4.40302e+09,3.88704e+09,44.0302,44.0302,8.78539e+10,6.8239e+10,5.60485e+21,1.3113e-06,9.31323e-09,-1.19209e-06,3.40528e-07,2.76457,1.73402,-3.7078,1.12696,-1.30385e-08,-17.0501,-17.0501,-17.0501,1.90735e-06,18.0417,8000,0.000608871,-0.0131393,-0.0268875,0.0137482,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
8,-0.0170384,-0.0217384,-0.0264385,0.00470007,-43.9789373221,6,-27.1987355079,-43.9789373221,-72.0281155016,16.1278624047,-0.181324903386,-0.29319291548,-0.480187436678,0.107519082698,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,54,8100,150,150.0,150,0.0,0.399033,-0.0154174,-0.420865,0.0997813,-42.8263210254,140,-12.4789712601,-42.8263210254,-74.8109038349,15.2801341468,-0.101155962247,-0.292758053884,-0.498739358899,0.102996853276,2.76482868195,1.75387363264,-4.84105920792,1.15057968593,2.74822807312,1.76125008166,-1.16373252869,1.00029894443,2.76811075211,1.79063311168,-7.3328461647,0.970509805177,1260,184320,150,146.285714286,98,13.3920475946,3.83024,-3.72529e-09,-0.122131,-0.261545,8.78539e+10,6.93414e+10,4.40302e+09,3.97303e+09,44.0302,44.0302,8.78539e+10,6.93414e+10,5.65895e+21,1.37091e-06,1.58325e-08,-8.34465e-07,3.36638e-07,2.76641,1.84982,-2.09594,0.874671,3.25963e-09,-15.2533,-15.2533,-15.2533,1.90735e-06,15.4775,9000,-0.0170384,-0.0217384,-0.0264385,0.00470007,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
9,-0.0120929,-0.0250672,-0.0380415,0.0129743,-42.4640558726,6,-19.1063666048,-42.4640558726,-60.3332395693,17.077458827,-0.127375777365,-0.283093705817,-0.402221597129,0.113849725513,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,60,9000,150,150.0,150,0.0,0.422175,-0.0199758,-0.450576,0.0994945,-42.7569678838,140,-14.8804717069,-42.7569678838,-74.0930313548,15.507075707,-0.099203144713,-0.292283960143,-0.493953542365,0.101588199545,2.76316571236,1.77557470288,-1.05562400818,0.826928121299,2.74410510063,1.83194160461,-2.55241560936,0.92154006838,2.76891374588,1.79099797903,-8.73086452484,0.989721530767,1400,204800,150,146.285714286,98,13.3920475946,4.35448,-5.58794e-09,-0.178286,-0.318044,8.78539e+10,6.85693e+10,4.40302e+09,3.83544e+09,44.0302,44.0302,8.78539e+10,6.85693e+10,5.66521e+21,1.19209e-06,-4.49363e-08,-9.53674e-07,3.37904e-07,2.76835,1.80867,-2.4366,0.872989,-7.21775e-09,-17.0063,-17.0063,-17.0063,0.0,16.7281,10000,-0.0120929,-0.0250672,-0.0380415,0.0129743,-2.30259,-2.30259,-2.30259,0.0,0.1,0.1,0.1,0.0
