Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/agent_infos/final/logpi Max,evaluation/agent_infos/final/logpi Mean,evaluation/agent_infos/final/logpi Min,evaluation/agent_infos/final/logpi Std,evaluation/agent_infos/initial/logpi Max,evaluation/agent_infos/initial/logpi Mean,evaluation/agent_infos/initial/logpi Min,evaluation/agent_infos/initial/logpi Std,evaluation/agent_infos/logpi Max,evaluation/agent_infos/logpi Mean,evaluation/agent_infos/logpi Min,evaluation/agent_infos/logpi Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/agent_infos/final/logpi Max,exploration/agent_infos/final/logpi Mean,exploration/agent_infos/final/logpi Min,exploration/agent_infos/final/logpi Std,exploration/agent_infos/initial/logpi Max,exploration/agent_infos/initial/logpi Mean,exploration/agent_infos/initial/logpi Min,exploration/agent_infos/initial/logpi Std,exploration/agent_infos/logpi Max,exploration/agent_infos/logpi Mean,exploration/agent_infos/logpi Min,exploration/agent_infos/logpi Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,trainer/Extrinsic Advantages Max,trainer/Extrinsic Advantages Mean,trainer/Extrinsic Rewards Max,trainer/Extrinsic Rewards Mean,trainer/Intrinsic Advantages Max,trainer/Intrinsic Advantages Mean,trainer/Intrinsic Rewards Max,trainer/Intrinsic Rewards Mean,trainer/Intrinsic Rewards Raw Max,trainer/Intrinsic Rewards Raw Mean,trainer/Intrinsic Targets Max,trainer/Intrinsic Targets Mean,trainer/Intrinsic Value Loss,trainer/KL Div Max,trainer/KL Div Mean,trainer/KL Div Min,trainer/KL Div Std,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Value Estimates Max,trainer/Value Estimates Mean,trainer/Value Estimates Min,trainer/Value Estimates Std,trainer/Value Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
0,0.000250333,-2.01418e-05,-0.000290617,0.000270475,-43.6095518301,6,-17.2560670338,-43.6095518301,-57.0638664553,13.3859032296,-0.115040446892,-0.290730345534,-0.380425776369,0.0892393548641,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6,900,150,150.0,150,0.0,0.999923,0.0048113,-0.998782,0.630554,-42.8209088125,140,-8.63104052961,-42.8209088125,-74.5052874404,15.5309631219,-0.0880718421389,-0.292721056335,-0.496701916269,0.100744297075,-0.529386520386,-1.30430377977,-2.51043510437,0.361425282978,-0.434391975403,-1.32069024614,-2.22757911682,0.312498957868,-0.406727790833,-1.33385805762,-4.57643508911,0.322560454168,140,20480,150,146.285714286,98,13.3920475946,2.72477,3.25963e-08,-0.128285,-0.270107,2.96982e+09,2.27159e+09,1.4884e+08,1.29072e+08,1.4884,1.4884,2.96982e+09,2.27159e+09,6.21884e+18,4.76837e-07,-3.91155e-08,-1.43051e-06,2.2032e-07,-0.548106,-1.37051,-1.82109,0.300825,-1.11759e-08,0.00109155,0.00109155,0.00109155,1.16415e-10,18.2648,100,0.000250333,-2.01418e-05,-0.000290617,0.000270475,-0.000306057,-0.0004331,-0.000560143,0.000127043,0.999694,0.999567,0.99944,0.000126988
1,0.0132822,0.00769185,0.00210146,0.00559038,-45.5235835516,6,-34.2927583998,-45.5235835516,-67.0705893693,11.5457088105,-0.228618389332,-0.303490557011,-0.447137262462,0.0769713920703,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12,1800,150,150.0,150,0.0,0.999602,0.00242336,-0.999691,0.64048,-39.8829917685,140,-13.7126909232,-39.8829917685,-72.9253113902,14.9556689638,-0.091417939488,-0.272637639043,-0.486168742601,0.0974573335987,-0.445855140686,-1.31475956355,-1.99795353413,0.403710537421,-0.215147018433,-1.35067574126,-2.73863601685,0.400601014079,0.0120663642883,-1.31542339392,-3.07344150543,0.399705455914,280,40960,150,146.285714286,98,13.3920475946,3.64446,2.42144e-08,-0.127153,-0.253117,2.96982e+09,2.27426e+09,1.4884e+08,1.30816e+08,1.4884,1.4884,2.96982e+09,2.27426e+09,6.25863e+18,1.90735e-06,1.35042e-08,-3.8147e-06,3.47848e-07,-0.437411,-1.38037,-1.87916,0.342232,-3.35276e-08,-9.16183,-9.16183,-9.16183,0.0,10.6271,200,0.0132822,0.00769184,0.00210146,0.00559038,0.0323277,0.0213782,0.0104288,0.0109494,1.03286,1.02167,1.01048,0.0111862
2,0.00120053,-0.0046485,-0.0104975,0.00584903,-46.6610217809,6,-28.5992310514,-46.6610217809,-61.9327443066,11.8174054219,-0.190661540342,-0.311073478539,-0.412884962044,0.0787827028128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,18,2700,150,150.0,150,0.0,0.999828,0.000102514,-0.999326,0.651683,-41.4253770774,140,-13.9194384776,-41.4253770774,-74.6905985767,14.7586701743,-0.0927962565175,-0.283181288615,-0.497937323845,0.0980530915104,0.137551307678,-1.3000222419,-2.51154327393,0.503871192992,0.159015655518,-1.34542894619,-2.0750875473,0.454198813637,0.55684709549,-1.28604386037,-3.08471298218,0.475876760001,420,61440,150,146.285714286,98,13.3920475946,3.85317,-1.11759e-08,-0.116075,-0.272358,2.96975e+09,2.27555e+09,1.4884e+08,1.31979e+08,1.4884,1.4884,2.96975e+09,2.27555e+09,6.2259e+18,1.43051e-06,9.77889e-09,-1.90735e-06,2.62708e-07,0.166558,-1.29526,-2.05618,0.515383,4.65661e-08,-13.7914,-13.7914,-13.7914,1.90735e-06,13.3457,300,0.00120053,-0.0046485,-0.0104975,0.00584903,0.151491,0.112946,0.0744003,0.0385456,1.16357,1.1204,1.07724,0.0431652
3,0.0442081,0.0273395,0.0104709,0.0168686,-38.021532151,6,-26.0067278396,-38.021532151,-64.2988921546,12.8879393585,-0.173378185597,-0.253476881006,-0.428659281031,0.0859195957237,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,24,3600,150,150.0,150,0.0,0.99968,0.0144829,-0.999664,0.652326,-40.7534254516,140,-13.2161002868,-40.7534254516,-74.4590035876,15.1618759034,-0.0946814956153,-0.278587869298,-0.496393357251,0.098764102491,-0.12313747406,-1.35184875897,-2.0685377121,0.454487742079,0.349101543427,-1.3675307359,-2.12286281586,0.467926228664,0.587221622467,-1.28699931128,-2.7583565712,0.456327618516,560,81920,150,146.285714286,98,13.3920475946,3.87946,-2.04891e-08,-0.138741,-0.280875,2.96982e+09,2.34874e+09,1.4884e+08,1.35467e+08,1.4884,1.4884,2.96982e+09,2.34874e+09,6.45095e+18,1.90735e-05,6.37956e-08,-1.43051e-06,1.21665e-06,-0.0270071,-1.27772,-1.95676,0.427601,7.49715e-08,-16.0322,-16.0322,-16.0322,1.90735e-06,16.6049,400,0.0442081,0.0273395,0.0104709,0.0168686,0.100613,0.0713175,0.0420221,0.0292954,1.10585,1.07438,1.04292,0.0314655
4,0.0570216,0.0331644,0.0093073,0.0238571,-46.1863415832,6,-20.5339011523,-46.1863415832,-71.1886545571,17.0963162598,-0.136892674349,-0.307908943888,-0.474591030381,0.113975441732,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30,4500,150,150.0,150,0.0,0.99994,0.0317489,-0.999841,0.674362,-41.8530693366,140,-13.7494751894,-41.8530693366,-74.5804809714,14.1805297349,-0.0916631679295,-0.286104966168,-0.497203206476,0.0945400640272,0.721656799316,-1.15352823649,-2.21689319611,0.641359523154,0.66547870636,-1.22816222821,-2.23629760742,0.591725523298,1.13365936279,-1.21198386623,-2.25575828552,0.637189291318,700,102400,150,146.285714286,98,13.3920475946,3.94493,9.31323e-09,-0.139485,-0.27035,2.96975e+09,2.30782e+09,1.4884e+08,1.31979e+08,1.4884,1.4884,2.96975e+09,2.30782e+09,6.38476e+18,1.90735e-06,-8.33534e-08,-1.33514e-05,8.80299e-07,0.620584,-1.24585,-2.14716,0.620576,-5.02914e-08,-16.4065,-16.4065,-16.4065,0.0,16.4236,500,0.0570216,0.0331644,0.0093073,0.0238571,0.180764,0.154604,0.128444,0.0261602,1.19813,1.16759,1.13706,0.0305375
5,0.0436298,0.0373901,0.0311504,0.00623971,-51.5888306095,6,-38.3728735719,-51.5888306095,-65.7884543304,8.56938191996,-0.255819157146,-0.343925537396,-0.438589695536,0.0571292127997,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,36,5400,150,150.0,150,0.0,0.99994,0.0290835,-0.999851,0.674965,-44.294444776,140,-13.4367562753,-44.294444776,-73.8404894224,15.5426522634,-0.0906927288952,-0.302794056086,-0.492269929483,0.104338934805,0.224611759186,-1.21600175926,-2.20353603363,0.564874483829,0.874245643616,-1.21991870403,-2.20257091522,0.609346184907,1.09508419037,-1.209129962,-2.22649121284,0.639658638028,840,122880,150,146.285714286,98,13.3920475946,3.76487,0.0,-0.149518,-0.294858,2.96982e+09,2.18001e+09,1.4884e+08,1.26165e+08,1.4884,1.4884,2.96982e+09,2.18001e+09,5.95029e+18,9.53674e-06,3.1665e-08,-1.90735e-06,6.84559e-07,0.908148,-1.1203,-2.1987,0.68664,5.3551e-08,-16.9979,-16.9979,-16.9979,0.0,17.8322,600,0.0436298,0.0373901,0.0311504,0.00623971,0.218972,0.191013,0.163054,0.0279593,1.2448,1.21095,1.1771,0.0338485
6,0.0544978,0.0531606,0.0518235,0.00133715,-55.8062217634,6,-42.5137862549,-55.8062217634,-64.6341460421,7.47514585147,-0.283425241699,-0.372041478423,-0.430894306948,0.0498343056765,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,42,6300,150,150.0,150,0.0,0.99996,0.0239825,-0.999429,0.66247,-41.9110779728,140,-16.3568090409,-41.9110779728,-74.8227243932,13.7555963179,-0.109045393606,-0.28650150958,-0.498818162622,0.0926544667459,0.0899014472961,-1.28976552061,-2.06285142899,0.503537695864,0.175158023834,-1.24710558227,-2.07532858849,0.556163290247,0.61981010437,-1.25562877796,-3.80715942383,0.52831799305,980,143360,150,146.285714286,98,13.3920475946,3.6578,0.0,-0.175162,-0.305599,2.96982e+09,2.19211e+09,1.4884e+08,1.26746e+08,1.4884,1.4884,2.96982e+09,2.19211e+09,6.04342e+18,1.62125e-05,7.86968e-08,-9.53674e-07,1.04376e-06,0.546585,-1.26856,-2.11413,0.573385,1.49012e-08,-17.8169,-17.8169,-17.8169,0.0,22.7054,700,0.0544978,0.0531606,0.0518235,0.00133715,0.162351,0.136835,0.111318,0.0255165,1.17627,1.14701,1.11775,0.0292614
7,0.0454748,0.0211327,-0.00320937,0.0243421,-42.9400340511,6,-15.9732198584,-42.9400340511,-69.4805015736,20.5162196949,-0.106488132389,-0.286266893674,-0.463203343824,0.136774797966,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,48,7200,150,150.0,150,0.0,0.999582,0.00883189,-0.999816,0.648101,-41.6932155525,140,-11.1347414158,-41.6932155525,-74.8861223215,14.7237535669,-0.0774384525917,-0.285012215691,-0.499240815477,0.0955290734188,-0.141558647156,-1.28835772617,-2.00809764862,0.45864919524,-0.222543716431,-1.33967194302,-2.02874302864,0.449115232888,0.246306419373,-1.29639079632,-2.70199108124,0.451218002345,1120,163840,150,146.285714286,98,13.3920475946,3.83008,7.45058e-09,-0.0774385,-0.277189,2.96982e+09,2.16917e+09,1.4884e+08,1.24421e+08,1.4884,1.4884,2.96982e+09,2.16917e+09,6.01263e+18,3.8147e-06,-5.58794e-08,-1.23978e-05,8.94062e-07,0.246306,-1.29588,-2.04942,0.506432,-6.23986e-08,-17.0475,-17.0475,-17.0475,1.90735e-06,19.1823,800,0.0454748,0.0211327,-0.00320937,0.0243421,0.134468,0.106777,0.0790863,0.0276909,1.14393,1.11311,1.0823,0.0308152
8,0.0643415,0.0293273,-0.00568681,0.0350141,-45.3189544174,6,-19.740459002,-45.3189544174,-70.3787105817,18.0415262867,-0.131603060013,-0.302126362783,-0.469191403878,0.120276841911,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,54,8100,150,150.0,150,0.0,0.999756,0.0216521,-0.999625,0.647237,-41.1866204953,140,-16.5325464854,-41.1866204953,-74.1798484118,14.1797103945,-0.110216976569,-0.281549163542,-0.49500478651,0.0941407366504,-0.178662776947,-1.29441846439,-1.97374403477,0.392001977981,-0.225442409515,-1.31211480073,-2.2804107666,0.437014350666,0.127157688141,-1.29862435874,-3.18996143341,0.437723956831,1260,184320,150,146.285714286,98,13.3920475946,4.197,-1.86265e-09,-0.111692,-0.273457,2.96982e+09,2.32502e+09,1.4884e+08,1.30235e+08,1.4884,1.4884,2.96982e+09,2.32502e+09,6.43767e+18,8.58307e-06,5.21541e-08,-1.43051e-06,5.95907e-07,-0.143495,-1.27462,-2.20352,0.458491,1.82772e-08,-17.0142,-17.0142,-17.0142,0.0,13.5733,900,0.0643415,0.0293273,-0.00568681,0.0350141,0.108141,0.065178,0.0222156,0.0429625,1.1142,1.06833,1.02246,0.0458701
9,0.0867805,0.0365994,-0.0135817,0.0501811,-30.6031631295,6,-18.0377220637,-30.6031631295,-56.7019410962,12.454863795,-0.120251480425,-0.20402108753,-0.378012940642,0.0830324253001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,60,9000,150,150.0,150,0.0,0.999628,0.0171011,-0.999895,0.648144,-41.1704185031,140,-10.5235563897,-41.1704185031,-75.0147935153,15.7847122753,-0.0804793255574,-0.281438407736,-0.500098623436,0.103935867065,-0.0439043045044,-1.3020309014,-1.95873653889,0.42780865227,0.000113010406494,-1.27859603763,-2.40285873413,0.478180591835,0.203035831451,-1.2948848074,-3.51904773712,0.442607403169,1400,204800,150,146.285714286,98,13.3920475946,3.89281,1.86265e-08,-0.103454,-0.255227,2.96982e+09,2.40119e+09,1.4884e+08,1.37793e+08,1.4884,1.4884,2.96982e+09,2.40119e+09,6.61587e+18,9.53674e-07,-3.58559e-08,-2.86102e-06,3.07181e-07,0.056097,-1.30419,-1.96531,0.462165,3.72529e-09,-16.9273,-16.9273,-16.9273,3.8147e-06,17.7563,1000,0.0867805,0.0365994,-0.0135817,0.0501811,0.103286,0.0678757,0.0324657,0.0354101,1.10881,1.0709,1.033,0.0379049
